name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_reasoning,driving_time_minutes_to_airport,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_reasoning,nearest_hospital_km
Mattersburg,AT,47.73333,16.4,6577,259.0,849.7,opentopo,0.9,geonames,0.0,90,,VIE,LOWW,48.110298,16.5697,Vienna International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,69.665,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/16.400000,47.733330;16.569700,48.110298?overview=false&annotations=duration,distance&alternatives=false",57.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 14.52 km,14.52
La Tronche,FR,45.20507,5.74629,7125,242.0,794.0,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,47.097,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.746290,45.205070;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",40.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.71 km),1.71
Jenbach,AT,47.39173,11.77245,7120,568.0,1863.5,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,43.431,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.772450,47.391730;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",34.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.37 km,7.37
Absam,AT,47.29572,11.50593,7112,635.0,2083.3,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,19.467,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.505930,47.295720;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",18.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.46 km),1.46
Boves,IT,44.32985,7.54733,7089,587.0,1925.9,open_elevation,0.85,geonames,0.0,90,,CUF,LIMZ,44.547001,7.62322,Cuneo International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,27.401,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.547330,44.329850;7.623220,44.547001?overview=false&annotations=duration,distance&alternatives=false",31.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.09 km),0.09
Gravellona Toce,IT,45.92859,8.43209,7077,216.0,708.7,opentopo,0.9,geonames,0.0,90,,MXP,LIMC,45.6306,8.72811,Milan Malpensa International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,68.649,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.432090,45.928590;8.728110,45.630600?overview=false&annotations=duration,distance&alternatives=false",57.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.38 km,6.38
Embrun,FR,44.56387,6.49526,7069,868.0,2847.8,open_elevation,0.85,geonames,0.0,90,,CUF,LIMZ,44.547001,7.62322,Cuneo International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,132.014,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.495260,44.563870;7.623220,44.547001?overview=false&annotations=duration,distance&alternatives=false",152.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.33 km),0.33
Dronero,IT,44.46476,7.36242,5454,600.0,1968.5,opentopo,0.9,geonames,0.0,90,,CUF,LIMZ,44.547001,7.62322,Cuneo International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,26.421,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.362420,44.464760;7.623220,44.547001?overview=false&annotations=duration,distance&alternatives=false",30.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.41 km,7.41
Ville-la-Grand,FR,46.203,6.2501,7033,445.0,1460.0,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,51.983,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.250100,46.203000;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",40.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.48 km),2.48
Toscolano-Maderno,IT,45.63977,10.6076,7025,90.0,295.3,opentopo,0.9,geonames,0.0,90,,VBS,LIPO,45.428902,10.3306,Brescia Gabriele d'Annunzio Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,43.965,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.607600,45.639770;10.330600,45.428902?overview=false&annotations=duration,distance&alternatives=false",57.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.12 km,3.12
Trostberg,DE,48.0277272,12.5530162,7000,501.0,1643.7,open_elevation,0.85,osm,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.505,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.553016,48.027727;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",53.6,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.74 km),0.74
Renon,IT,46.54152,11.45728,6993,1196.0,3923.9,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,22.89,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.457280,46.541520;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",31.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.30 km,7.3
Pontcharra,FR,45.43588,6.01782,6948,267.0,876.0,opentopo,0.9,geonames,0.0,90,,CMF,LFLB,45.6381,5.88023,Chambéry Aix les Bains airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,33.304,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.017820,45.435880;5.880230,45.638100?overview=false&annotations=duration,distance&alternatives=false",36.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 12.71 km,12.71
Borgo Valsugana,IT,46.05119,11.45756,6587,395.0,1295.9,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,89.54,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.457560,46.051190;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",70.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.81 km),0.81
Vif,FR,45.05654,5.67204,6942,308.0,1010.5,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.141,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.672040,45.056540;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",47.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 10.24 km,10.24
Kiefersfelden,DE,47.61409,12.19096,6912,484.0,1587.9,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,101.498,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.190960,47.614090;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",65.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.58 km,5.58
Waging am See,AT,47.93414,12.73392,6291,464.0,1522.3,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,48.921,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.733920,47.934140;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",38.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 10.11 km,10.11
Domène,FR,45.20289,5.83335,6882,228.0,748.0,opentopo,0.9,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,58.337,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.833350,45.202890;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",49.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.01 km,6.01
Laufen,DE,47.93568,12.92856,6869,415.0,1361.5,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,22.326,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.928560,47.935680;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",24.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.38 km),1.38
Großkarolinenfeld,DE,47.89102,12.08101,6865,470.0,1542.0,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,88.995,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.081010,47.891020;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",60.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.00 km,4.0
Contes,FR,43.81278,7.31444,6864,277.0,908.8,open_elevation,0.85,geonames,0.0,90,,NCE,LFMN,43.658401,7.21587,Nice-Côte d'Azur Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,32.797,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.314440,43.812780;7.215870,43.658401?overview=false&annotations=duration,distance&alternatives=false",44.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 8.48 km,8.48
Mürzzuschlag,AT,47.6066,15.67226,5975,679.0,2227.7,opentopo,0.9,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,105.539,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.672260,47.606600;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",74.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.78 km),0.78
Allières-et-Risset,FR,45.09934,5.67924,6815,262.0,859.6,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,54.507,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.679240,45.099340;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",43.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.55 km,5.55
Gratkorn,AT,47.13333,15.35,6806,381.0,1250.0,opentopo,0.9,geonames,0.0,90,,GRZ,LOWG,46.9911,15.4396,Graz Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,24.145,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/15.350000,47.133330;15.439600,46.991100?overview=false&annotations=duration,distance&alternatives=false",21.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.79 km,3.79
Liezen,AT,47.56667,14.23333,6587,644.0,2112.9,open_elevation,0.85,geonames,0.0,90,,LNZ,LOWL,48.2332,14.1875,Linz-Hörsching Airport / Vogler Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,102.74,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.233330,47.566670;14.187500,48.233200?overview=false&annotations=duration,distance&alternatives=false",78.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 11.05 km,11.05
Cernobbio,IT,45.84307,9.07194,6790,275.0,902.2,opentopo,0.9,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,33.573,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.071940,45.843070;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",37.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.33 km),2.33
Scionzier,FR,46.0601,6.55271,6766,488.0,1601.0,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,59.933,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.552710,46.060100;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",41.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.27 km,2.27
Mezzolombardo,IT,46.20774,11.09636,6754,221.0,725.1,opentopo,0.9,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,44.234,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.096360,46.207740;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",35.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.83 km,3.83
Völs,AT,47.25,11.33333,6738,594.0,1948.8,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,3.546,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.333330,47.250000;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",5.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 2.76 km,2.76
Bad Hofgastein,AT,47.1703104,13.1060635,6726,848.0,2782.2,open_elevation,0.85,osm,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,89.651,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.106063,47.170310;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",72.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 17.21 km,17.21
Reutte,AT,47.48333,10.71667,6704,852.0,2795.3,opentopo,0.9,geonames,0.0,90,,FMM,EDJA,47.988800048799995,10.2395000458,Memmingen Allgau Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,95.789,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.716670,47.483330;10.239500,47.988800?overview=false&annotations=duration,distance&alternatives=false",65.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.13 km),1.13
